@relation contraceptive-method-choice

@attribute V1 numeric
@attribute V2 {1,2,3,4}
@attribute V3 {1,2,3,4}
@attribute V4 numeric
@attribute V5 {1,2}
@attribute V6 {1,2}
@attribute V7 {1,2,3,4}
@attribute V8 {1,2,3,4}
@attribute V9 {1,2}
@attribute Class {1,2,3}

@data
29,3,4,5,2,2,3,3,1,3
32,3,3,4,2,2,2,1,1,3
30,4,4,1,2,1,3,2,1,3
37,4,4,1,1,2,1,4,1,3
31,1,2,4,2,2,3,3,1,3
36,1,2,4,2,2,3,1,2,3
36,2,2,7,2,1,2,2,2,3
26,3,4,2,2,1,2,4,1,3
36,4,4,3,2,2,1,4,1,3
28,4,4,1,2,2,2,4,1,3
33,4,4,5,2,2,3,3,1,3
25,3,4,2,2,1,2,4,1,3
31,4,4,2,1,2,1,4,1,3
38,4,4,4,2,1,1,4,1,3
35,1,2,5,2,2,3,3,1,3
33,4,4,3,1,1,2,4,1,3
30,2,2,2,2,2,3,2,1,3
20,3,3,2,2,2,2,2,2,3
18,3,3,1,2,2,2,2,1,3
30,3,2,3,2,2,3,3,1,3
35,2,3,6,2,1,3,2,1,3
22,3,3,2,2,2,3,1,1,3
28,2,4,7,2,2,3,3,1,3
21,3,3,1,2,2,3,1,1,3
27,3,4,4,2,2,3,4,1,3
30,3,4,3,2,2,3,3,1,3
25,3,4,2,2,2,3,3,1,3
26,4,4,3,2,2,3,2,1,3
37,2,4,5,2,2,1,4,1,3
47,1,3,9,2,1,3,3,1,3
36,1,1,5,2,2,3,3,1,3
36,2,3,6,2,2,2,4,1,3
36,4,4,3,2,2,2,4,1,3
28,4,4,4,2,2,3,4,1,3
21,4,4,2,2,2,3,3,1,3
25,4,4,2,2,2,2,3,1,3
30,3,4,3,2,2,3,4,1,3
22,3,3,3,2,2,3,3,1,3
23,4,3,2,2,1,2,3,1,3
36,3,4,9,2,2,3,4,1,3
28,4,3,2,2,2,3,2,1,3
46,2,2,5,2,2,2,4,1,3
47,4,4,5,2,2,3,2,1,3
41,1,4,5,2,1,2,4,1,3
44,4,4,5,2,2,3,4,1,3
34,2,3,3,1,2,3,2,2,3
37,2,3,6,2,2,3,4,1,3
34,4,4,2,1,2,1,4,1,3
22,2,4,2,2,2,3,2,1,3
33,2,3,4,2,2,2,3,1,3
21,3,4,3,2,2,3,1,1,3
31,4,4,4,2,1,3,4,1,3
41,4,3,5,2,1,3,4,1,3
30,4,3,4,2,2,3,3,1,3
32,2,4,5,2,2,3,4,1,3
27,4,4,2,1,1,2,4,1,3
26,4,4,1,1,1,2,4,1,3
42,4,4,5,1,2,2,4,1,3
24,4,4,1,2,2,1,3,1,3
37,4,4,6,2,2,1,4,1,3
30,2,3,5,2,1,3,4,1,3
27,4,4,1,2,2,1,4,1,3
34,2,4,6,2,2,3,3,1,3
32,3,4,5,1,2,1,4,1,3
28,4,4,1,1,1,2,4,1,3
29,3,3,1,1,1,2,4,1,3
42,4,4,3,1,2,2,4,1,3
21,2,2,0,1,2,4,4,1,3
22,4,4,2,2,2,3,4,1,3
36,4,4,3,1,2,3,4,1,3
45,2,3,3,1,1,2,4,1,3
34,4,4,2,1,1,2,4,1,3
35,2,3,5,2,2,3,3,1,3
19,4,4,1,2,2,2,3,1,3
27,4,4,4,2,2,3,3,1,3
37,2,4,4,2,1,2,3,1,3
26,3,2,4,2,2,3,4,1,3
28,1,3,5,2,2,3,4,1,3
31,3,4,5,2,2,1,4,1,3
32,2,2,6,2,2,2,3,1,3
40,2,2,4,1,1,2,4,1,3
27,3,3,5,2,2,2,4,1,3
27,2,2,3,2,2,2,2,2,3
37,4,4,5,1,1,2,4,1,3
22,4,3,1,2,2,2,2,1,3
27,4,4,4,2,2,1,2,2,3
21,4,4,1,1,2,2,4,1,3
30,1,3,2,2,2,3,4,1,3
23,2,2,1,2,2,2,4,1,3
25,2,4,3,2,2,1,3,1,3
42,2,4,6,2,2,2,4,1,3
29,4,4,3,2,2,1,4,1,3
33,4,4,2,2,1,2,4,1,3
33,4,4,3,2,2,1,4,1,3
39,3,3,8,2,1,1,4,1,3
33,3,3,4,2,1,2,2,1,3
17,3,3,1,2,2,2,4,1,3
